id,completion,channel
0RX5383__5946,"Experience the perfect blend of style and functionality with Ray-Ban Burbank Optics. The rectangle shape, crafted from durable acetate, offers a modern twist to a timeless design. The polished finish and blue havana color add a touch of sophistication to any look. These eyeglasses are versatile and stylish for everyday wear. These eyeglasses are available with prescription lenses.",LC - Lens Crafters|GL - Glasses|SV - Salmoiraghi e Viganò
0RX5383__5944,"Elevate your fashion and vision standards with Ray-Ban Burbank Optics. Crafted from durable acetate, these eyeglasses feature a polished tortoise finish that adds a touch of sophistication to any look. The rectangle shape frames offer a modern twist on the iconic design, making them a versatile choice for everyday wear. These eyeglasses are available with prescription lenses.",GL - Glasses|GL - Glasses|TO - Target Optical
0RX6489__3086,"Elevate your fashion while optimizing utility with Ray-Ban Aviator Optics. The polished gold metal frame in a pilot shape exudes a timeless appeal, making these eyeglasses a versatile choice for any occasion. Crafted from durable materials, these shades ensure long-lasting wear and comfort. Whether you're looking for everyday glasses or a stylish accessory, these frames are a perfect fit. These eyeglasses are available with prescription lenses.",TO - Target Optical|GL - Glasses|GL - Glasses|DC - David Clulow
0RX5382__5910,"Elevate your eyewear game with Ray-Ban Tucson Optics. The square shape and polished finish add a touch of sophistication to any look. Crafted from durable acetate, these frames are designed to last. The blue on havana color scheme adds a pop of color and style, making these glasses a versatile choice for everyday wear. Embrace the spirit of adventure with Ray-Ban Tucson Optics. These eyeglasses are available with prescription lenses.",SV - Salmoiraghi e Viganò|LC - Lens Crafters|TO - Target Optical|OPSM - OPSM
0RX5382__2144,"Ray-Ban Tucson Optics are a perfect blend of style and functionality. The square shape and polished striped red havana acetate frame offer a timeless appeal, while the unique design adds a touch of modernity. These eyeglasses are not only stylish but also versatile, making them an ideal choice for everyday wear. These eyeglasses are available with prescription lenses.",GL - Glasses|DC - David Clulow|GL - Glasses|SV - Salmoiraghi e Viganò|LC - Lens Crafters|OPSM - OPSM
0RX5382__2000,"Experience the perfect blend of style and comfort with Ray-Ban Tucson Optics. Crafted from durable acetate in a square shape, these eyeglasses feature a polished black finish that adds a touch of sophistication to any look. The frame color offers versatility, making it easy to match with any outfit or accessory. These eyeglasses are available with prescription lenses.",GL - Glasses|LC - Lens Crafters|GL - Glasses|LC - Lens Crafters
0RX5380__5949,"Elevate your style with Ray-Ban RB5380 Optics. The polished havana frame, made of durable acetate, features a key bridge for a unique and modern look. The phantos shape adds a touch of sophistication to any outfit. These eyeglasses are versatile and stylish, making them a perfect choice for everyday wear. These eyeglasses are available with prescription lenses.",LC - Lens Crafters|TO - Target Optical
0RX5380__5948,"Elevate your eyewear experience with Ray-Ban RB5380 eyeglasses. The polished pink havana acetate frame, in a unique phantos shape, offers a modern and sophisticated look. The key bridge adds a touch of vintage charm to the overall design. These glasses are not only stylish but also practical. Embrace the timeless appeal of Ray-Ban and stay stylish while you're at it. These eyeglasses are available with prescription lenses.",TO - Target Optical
0RX5380F__2034,"Elevate your style quotient with Ray-Ban RB5380 eyeglasses. The polished black on transparent acetate frame, in a unique phantos shape, adds a touch of sophistication to any look. The key bridge feature ensures a comfortable fit for all face shapes and sizes. These frames are not only stylish but also versatile. These eyeglasses are available with prescription lenses.",OPSM - OPSM
0RX5377__2012,"Elevate your fashion and optical standards with Ray-Ban Meteor Optics. The square shape and polished havana frame color add a touch of sophistication to any look. Crafted from durable acetate, these eyeglasses are designed to last. These frames also feature a unique design detail on the temples, adding a stylish touch to your everyday look. These eyeglasses are available with prescription lenses.",SV - Salmoiraghi e Viganò|LC - Lens Crafters|TO - Target Optical|OPSM - OPSM|DC - David Clulow|GL - Glasses
0RX5376__5913,"Elevate your style quotient with Ray-Ban RB5376 Optics. The phantos shape, combined with the polished dark tortoise frame, lends a modern twist to a timeless design. Crafted from durable acetate, these eyeglasses are designed to last. The key bridge adds a unique touch to the overall aesthetic. These shades are not only stylish but also practical. These eyeglasses are available with prescription lenses.",OPSM - OPSM
0RX5376__2034,"Ray-Ban RB5376 Optics are a perfect blend of style and functionality. The polished black on transparent acetate frame, with its unique phantos shape, adds a touch of sophistication to any outfit. The key bridge design provides enhanced comfort and fit. These eyeglasses are versatile and stylish, making them an excellent choice for everyday wear. These eyeglasses are available with prescription lenses.",GL - Glasses|TO - Target Optical|SV - Salmoiraghi e Viganò
0RX5375__8053,"Elevate your style and performance with Ray-Ban RB5375 Optics. The square shape and polished striped blue frame color, crafted from durable acetate, offer a modern twist on a timeless design. These eyeglasses feature a unique striped pattern in shades of blue, adding a pop of color to any outfit. The square shape and polished finish create a sophisticated look that is both versatile and stylish. These eyeglasses are available with prescription lenses.",TO - Target Optical
0RX5375__5082,"Elevate your style with Ray-Ban RB5375 Optics. Crafted from durable acetate, these square-shaped glasses feature a polished havana on transparent frame color that adds a touch of sophistication to any look. The frame design is versatile and suitable for all face shapes. These eyeglasses are a perfect choice for everyday wear. These eyeglasses are available with prescription lenses.",TO - Target Optical|LC - Lens Crafters
0RX5375__2383,"Elevate your fashion while optimizing utility with Ray-Ban RB5375 Optics. Crafted from durable acetate, these square-shaped glasses feature a polished havana on green frame color that adds a touch of sophistication to any look. The contrasting black and green colors create a unique, eye-catching design. These eyeglasses are not only stylish but also versatile. These eyeglasses are available with prescription lenses.",TO - Target Optical
